date,rain_sum,precipitation_hours,precipitation_sum
2024-11-27 17:00:00+00:00,0.0,0.0,0.0
2024-11-28 17:00:00+00:00,0.0,0.0,0.0
2024-11-29 17:00:00+00:00,0.0,0.0,0.0
2024-11-30 17:00:00+00:00,0.0,0.0,0.0
2024-12-01 17:00:00+00:00,0.0,0.0,0.0
2024-12-02 17:00:00+00:00,0.0,0.0,0.0
2024-12-03 17:00:00+00:00,0.0,0.0,0.0
2024-12-04 17:00:00+00:00,0.0,0.0,0.0
2024-12-05 17:00:00+00:00,0.0,0.0,0.0
2024-12-06 17:00:00+00:00,1.6999999,4.0,1.6999999
2024-12-07 17:00:00+00:00,0.90000004,5.0,0.90000004
2024-12-08 17:00:00+00:00,0.0,0.0,0.0
2024-12-09 17:00:00+00:00,0.0,0.0,0.0
2024-12-10 17:00:00+00:00,0.0,0.0,0.0
2024-12-11 17:00:00+00:00,0.5,3.0,0.5
2024-12-12 17:00:00+00:00,5.7999997,8.0,5.7999997
2024-12-13 17:00:00+00:00,0.0,0.0,0.0
2024-12-14 17:00:00+00:00,0.0,0.0,0.0
2024-12-15 17:00:00+00:00,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,0.0,0.0,0.0
2024-12-18 17:00:00+00:00,0.0,0.0,0.0
2024-12-19 17:00:00+00:00,0.0,0.0,0.0
2024-12-20 17:00:00+00:00,0.0,0.0,0.0
2024-12-21 17:00:00+00:00,0.0,0.0,0.0
2024-12-22 17:00:00+00:00,0.0,0.0,0.0
2024-12-23 17:00:00+00:00,0.0,0.0,0.0
2024-12-24 17:00:00+00:00,0.0,0.0,0.0
2024-12-25 17:00:00+00:00,0.0,0.0,0.0
2024-12-26 17:00:00+00:00,0.6,2.0,0.6
2024-12-27 17:00:00+00:00,0.0,0.0,0.0
2024-12-28 17:00:00+00:00,0.0,0.0,0.0
2024-12-29 17:00:00+00:00,0.0,0.0,0.0
2024-12-30 17:00:00+00:00,0.0,0.0,0.0
2024-12-31 17:00:00+00:00,0.0,0.0,0.0
2025-01-01 17:00:00+00:00,0.0,0.0,0.0
2025-01-02 17:00:00+00:00,0.0,0.0,0.0
2025-01-03 17:00:00+00:00,0.0,0.0,0.0
2025-01-04 17:00:00+00:00,0.0,0.0,0.0
2025-01-05 17:00:00+00:00,0.0,0.0,0.0
2025-01-06 17:00:00+00:00,0.0,0.0,0.0
2025-01-07 17:00:00+00:00,0.0,0.0,0.0
2025-01-08 17:00:00+00:00,0.0,0.0,0.0
2025-01-09 17:00:00+00:00,0.0,0.0,0.0
2025-01-10 17:00:00+00:00,0.0,0.0,0.0
2025-01-11 17:00:00+00:00,0.0,0.0,0.0
2025-01-12 17:00:00+00:00,0.0,0.0,0.0
2025-01-13 17:00:00+00:00,0.0,0.0,0.0
2025-01-14 17:00:00+00:00,0.0,0.0,0.0
2025-01-15 17:00:00+00:00,0.0,0.0,0.0
2025-01-16 17:00:00+00:00,0.0,0.0,0.0
2025-01-17 17:00:00+00:00,0.0,0.0,0.0
2025-01-18 17:00:00+00:00,0.0,0.0,0.0
2025-01-19 17:00:00+00:00,0.0,0.0,0.0
2025-01-20 17:00:00+00:00,0.0,0.0,0.0
2025-01-21 17:00:00+00:00,0.0,0.0,0.0
2025-01-22 17:00:00+00:00,0.0,0.0,0.0
2025-01-23 17:00:00+00:00,0.0,0.0,0.0
2025-01-24 17:00:00+00:00,0.0,0.0,0.0
2025-01-25 17:00:00+00:00,0.0,0.0,0.0
2025-01-26 17:00:00+00:00,0.2,1.0,0.2
2025-01-27 17:00:00+00:00,0.0,0.0,0.0
2025-01-28 17:00:00+00:00,0.0,0.0,0.0
2025-01-29 17:00:00+00:00,0.0,0.0,0.0
2025-01-30 17:00:00+00:00,0.0,0.0,0.0
